PARTITO DEMOCRATICO POCCI SINDACO,FRATELLI D'ITALIA GRECI SINDACO,CASAPOUND ITALIA,MOVIMENTO POPOLARE PER VELLETRI,VELLETRI PER BENI COMUNI POCCI SINDACO,VIVIAMO VELLETRI PRIORI SINDACO,VELLETRI IN MOVIMENTO CUORI ITALIANI,FORZA VELLETRI PER GRECI,CON VOI PER VELLETRI GIORGIO GRECI SINDACO,LISTA CIVICA GENTE NUOVA,FORZA ITALIA BERLUSCONI,PATTO POPOLARE VELLETRI,DIFENDERE VELLETRI LISTA CIVICA,LEGA SALVINI LAZIO,MOVIMENTO CINQUE STELLE,CITTADINI PER VELLETRI,LIBERI E UGUALI PER VELLETRI,LISTA CIVICA FELCI SINDACO,AUGUSTO DI LAZZARO LABORATORIO VELLETRI,NOI CON VELLETRI PER GRECI SINDACO,LISTA VELESTER PENNACCHI SINDACO,GENTE LIBERA TU DIVENTA NOI,SINISTRA PER VELLETRI,LISTA CIVICA VELLETRI LABORATORIO IN MOVIMENTO,PARTITO REPUBBLICANO ITALIANO,IL POPOLO DELLA FAMIGLIA,INSIEME PER VELLETRI ALESSANDRO PRIORI SINDACO
173,148,44,33,32,31,29,28,28,28,27,27,19,13,13,12,12,11,9,8,7,6,5,0,0,0,0
