PARTITO DEMOCRATICO POCCI SINDACO,FRATELLI D'ITALIA GRECI SINDACO,VELLETRI PER BENI COMUNI POCCI SINDACO,LIBERI E UGUALI PER VELLETRI,VELLETRI IN MOVIMENTO CUORI ITALIANI,CASAPOUND ITALIA,VIVIAMO VELLETRI PRIORI SINDACO,CON VOI PER VELLETRI GIORGIO GRECI SINDACO,MOVIMENTO CINQUE STELLE,LISTA CIVICA GENTE NUOVA,MOVIMENTO POPOLARE PER VELLETRI,PATTO POPOLARE VELLETRI,FORZA ITALIA BERLUSCONI,FORZA VELLETRI PER GRECI,LEGA SALVINI LAZIO,LISTA CIVICA FELCI SINDACO,GENTE LIBERA TU DIVENTA NOI,AUGUSTO DI LAZZARO LABORATORIO VELLETRI,LISTA VELESTER PENNACCHI SINDACO,LISTA CIVICA VELLETRI LABORATORIO IN MOVIMENTO,SINISTRA PER VELLETRI,NOI CON VELLETRI PER GRECI SINDACO,CITTADINI PER VELLETRI,DIFENDERE VELLETRI LISTA CIVICA,PARTITO REPUBBLICANO ITALIANO,IL POPOLO DELLA FAMIGLIA,INSIEME PER VELLETRI ALESSANDRO PRIORI SINDACO
128,115,52,50,41,37,34,31,28,28,23,21,20,19,17,16,16,14,12,10,8,7,6,4,1,0,0
