FRATELLI D'ITALIA GRECI SINDACO,PARTITO DEMOCRATICO POCCI SINDACO,VELLETRI PER BENI COMUNI POCCI SINDACO,CON VOI PER VELLETRI GIORGIO GRECI SINDACO,FORZA ITALIA BERLUSCONI,CASAPOUND ITALIA,MOVIMENTO CINQUE STELLE,FORZA VELLETRI PER GRECI,LIBERI E UGUALI PER VELLETRI,VIVIAMO VELLETRI PRIORI SINDACO,DIFENDERE VELLETRI LISTA CIVICA,LISTA CIVICA FELCI SINDACO,PATTO POPOLARE VELLETRI,CITTADINI PER VELLETRI,LEGA SALVINI LAZIO,VELLETRI IN MOVIMENTO CUORI ITALIANI,MOVIMENTO POPOLARE PER VELLETRI,AUGUSTO DI LAZZARO LABORATORIO VELLETRI,PARTITO REPUBBLICANO ITALIANO,LISTA CIVICA VELLETRI LABORATORIO IN MOVIMENTO,GENTE LIBERA TU DIVENTA NOI,NOI CON VELLETRI PER GRECI SINDACO,IL POPOLO DELLA FAMIGLIA,LISTA CIVICA GENTE NUOVA,LISTA VELESTER PENNACCHI SINDACO,SINISTRA PER VELLETRI,INSIEME PER VELLETRI ALESSANDRO PRIORI SINDACO
107,86,40,38,37,34,29,20,18,17,16,14,13,13,12,10,8,7,7,5,4,3,1,1,0,0,0
