PARTITO DEMOCRATICO POCCI SINDACO,FRATELLI D'ITALIA GRECI SINDACO,CON VOI PER VELLETRI GIORGIO GRECI SINDACO,MOVIMENTO CINQUE STELLE,VELLETRI PER BENI COMUNI POCCI SINDACO,VELLETRI IN MOVIMENTO CUORI ITALIANI,LEGA SALVINI LAZIO,VIVIAMO VELLETRI PRIORI SINDACO,FORZA ITALIA BERLUSCONI,MOVIMENTO POPOLARE PER VELLETRI,CASAPOUND ITALIA,LIBERI E UGUALI PER VELLETRI,LISTA CIVICA FELCI SINDACO,PATTO POPOLARE VELLETRI,LISTA CIVICA GENTE NUOVA,NOI CON VELLETRI PER GRECI SINDACO,GENTE LIBERA TU DIVENTA NOI,AUGUSTO DI LAZZARO LABORATORIO VELLETRI,FORZA VELLETRI PER GRECI,IL POPOLO DELLA FAMIGLIA,CITTADINI PER VELLETRI,LISTA CIVICA VELLETRI LABORATORIO IN MOVIMENTO,LISTA VELESTER PENNACCHI SINDACO,DIFENDERE VELLETRI LISTA CIVICA,PARTITO REPUBBLICANO ITALIANO,SINISTRA PER VELLETRI,INSIEME PER VELLETRI ALESSANDRO PRIORI SINDACO
104,80,49,41,37,34,31,27,26,26,21,17,13,13,13,12,10,8,8,5,4,3,3,1,1,1,0
