PARTITO DEMOCRATICO POCCI SINDACO,FRATELLI D'ITALIA GRECI SINDACO,MOVIMENTO CINQUE STELLE,CASAPOUND ITALIA,LISTA CIVICA GENTE NUOVA,VELLETRI PER BENI COMUNI POCCI SINDACO,CON VOI PER VELLETRI GIORGIO GRECI SINDACO,LIBERI E UGUALI PER VELLETRI,VIVIAMO VELLETRI PRIORI SINDACO,DIFENDERE VELLETRI LISTA CIVICA,VELLETRI IN MOVIMENTO CUORI ITALIANI,PATTO POPOLARE VELLETRI,FORZA ITALIA BERLUSCONI,LEGA SALVINI LAZIO,AUGUSTO DI LAZZARO LABORATORIO VELLETRI,MOVIMENTO POPOLARE PER VELLETRI,LISTA CIVICA FELCI SINDACO,LISTA CIVICA VELLETRI LABORATORIO IN MOVIMENTO,FORZA VELLETRI PER GRECI,LISTA VELESTER PENNACCHI SINDACO,SINISTRA PER VELLETRI,CITTADINI PER VELLETRI,GENTE LIBERA TU DIVENTA NOI,PARTITO REPUBBLICANO ITALIANO,NOI CON VELLETRI PER GRECI SINDACO,IL POPOLO DELLA FAMIGLIA,INSIEME PER VELLETRI ALESSANDRO PRIORI SINDACO
188,128,33,32,31,30,24,23,22,21,18,18,14,11,5,5,4,3,3,2,2,2,1,0,0,0,0
