FRATELLI D'ITALIA GRECI SINDACO,PARTITO DEMOCRATICO POCCI SINDACO,LIBERI E UGUALI PER VELLETRI,CON VOI PER VELLETRI GIORGIO GRECI SINDACO,FORZA ITALIA BERLUSCONI,PATTO POPOLARE VELLETRI,VELLETRI PER BENI COMUNI POCCI SINDACO,CASAPOUND ITALIA,VIVIAMO VELLETRI PRIORI SINDACO,LEGA SALVINI LAZIO,VELLETRI IN MOVIMENTO CUORI ITALIANI,LISTA CIVICA GENTE NUOVA,FORZA VELLETRI PER GRECI,PARTITO REPUBBLICANO ITALIANO,LISTA CIVICA FELCI SINDACO,MOVIMENTO POPOLARE PER VELLETRI,DIFENDERE VELLETRI LISTA CIVICA,NOI CON VELLETRI PER GRECI SINDACO,GENTE LIBERA TU DIVENTA NOI,MOVIMENTO CINQUE STELLE,LISTA VELESTER PENNACCHI SINDACO,LISTA CIVICA VELLETRI LABORATORIO IN MOVIMENTO,CITTADINI PER VELLETRI,AUGUSTO DI LAZZARO LABORATORIO VELLETRI,IL POPOLO DELLA FAMIGLIA,SINISTRA PER VELLETRI,INSIEME PER VELLETRI ALESSANDRO PRIORI SINDACO
106,90,47,33,30,28,25,23,23,17,17,12,7,6,5,5,3,3,3,3,3,2,2,1,0,0,0
