PARTITO DEMOCRATICO POCCI SINDACO,FRATELLI D'ITALIA GRECI SINDACO,PATTO POPOLARE VELLETRI,LEGA SALVINI LAZIO,VIVIAMO VELLETRI PRIORI SINDACO,MOVIMENTO CINQUE STELLE,FORZA ITALIA BERLUSCONI,LIBERI E UGUALI PER VELLETRI,VELLETRI PER BENI COMUNI POCCI SINDACO,VELLETRI IN MOVIMENTO CUORI ITALIANI,CASAPOUND ITALIA,LISTA CIVICA FELCI SINDACO,CITTADINI PER VELLETRI,CON VOI PER VELLETRI GIORGIO GRECI SINDACO,LISTA CIVICA GENTE NUOVA,FORZA VELLETRI PER GRECI,DIFENDERE VELLETRI LISTA CIVICA,MOVIMENTO POPOLARE PER VELLETRI,AUGUSTO DI LAZZARO LABORATORIO VELLETRI,LISTA VELESTER PENNACCHI SINDACO,NOI CON VELLETRI PER GRECI SINDACO,IL POPOLO DELLA FAMIGLIA,PARTITO REPUBBLICANO ITALIANO,LISTA CIVICA VELLETRI LABORATORIO IN MOVIMENTO,GENTE LIBERA TU DIVENTA NOI,SINISTRA PER VELLETRI,INSIEME PER VELLETRI ALESSANDRO PRIORI SINDACO
153,93,43,40,34,30,26,23,20,19,15,14,14,13,13,9,7,6,5,3,2,2,1,0,0,0,0
