FRATELLI D'ITALIA GRECI SINDACO,PARTITO DEMOCRATICO POCCI SINDACO,CASAPOUND ITALIA,VIVIAMO VELLETRI PRIORI SINDACO,VELLETRI IN MOVIMENTO CUORI ITALIANI,VELLETRI PER BENI COMUNI POCCI SINDACO,LIBERI E UGUALI PER VELLETRI,MOVIMENTO CINQUE STELLE,CON VOI PER VELLETRI GIORGIO GRECI SINDACO,LISTA CIVICA GENTE NUOVA,MOVIMENTO POPOLARE PER VELLETRI,LISTA CIVICA FELCI SINDACO,FORZA ITALIA BERLUSCONI,PATTO POPOLARE VELLETRI,DIFENDERE VELLETRI LISTA CIVICA,LEGA SALVINI LAZIO,AUGUSTO DI LAZZARO LABORATORIO VELLETRI,FORZA VELLETRI PER GRECI,LISTA VELESTER PENNACCHI SINDACO,SINISTRA PER VELLETRI,PARTITO REPUBBLICANO ITALIANO,CITTADINI PER VELLETRI,LISTA CIVICA VELLETRI LABORATORIO IN MOVIMENTO,NOI CON VELLETRI PER GRECI SINDACO,IL POPOLO DELLA FAMIGLIA,GENTE LIBERA TU DIVENTA NOI,INSIEME PER VELLETRI ALESSANDRO PRIORI SINDACO
252,154,85,43,36,34,23,21,18,18,14,12,12,12,8,7,4,3,2,2,1,1,0,0,0,0,0
