PARTITO DEMOCRATICO POCCI SINDACO,FRATELLI D'ITALIA GRECI SINDACO,CASAPOUND ITALIA,LIBERI E UGUALI PER VELLETRI,FORZA VELLETRI PER GRECI,MOVIMENTO CINQUE STELLE,CON VOI PER VELLETRI GIORGIO GRECI SINDACO,FORZA ITALIA BERLUSCONI,LEGA SALVINI LAZIO,VIVIAMO VELLETRI PRIORI SINDACO,VELLETRI PER BENI COMUNI POCCI SINDACO,PATTO POPOLARE VELLETRI,LISTA CIVICA GENTE NUOVA,NOI CON VELLETRI PER GRECI SINDACO,LISTA CIVICA FELCI SINDACO,VELLETRI IN MOVIMENTO CUORI ITALIANI,MOVIMENTO POPOLARE PER VELLETRI,PARTITO REPUBBLICANO ITALIANO,DIFENDERE VELLETRI LISTA CIVICA,GENTE LIBERA TU DIVENTA NOI,CITTADINI PER VELLETRI,AUGUSTO DI LAZZARO LABORATORIO VELLETRI,LISTA VELESTER PENNACCHI SINDACO,SINISTRA PER VELLETRI,LISTA CIVICA VELLETRI LABORATORIO IN MOVIMENTO,IL POPOLO DELLA FAMIGLIA,INSIEME PER VELLETRI ALESSANDRO PRIORI SINDACO
95,85,59,50,41,35,33,28,23,22,17,16,16,11,8,8,7,6,4,4,3,2,2,1,0,0,0
