PARTITO DEMOCRATICO POCCI SINDACO,FRATELLI D'ITALIA GRECI SINDACO,MOVIMENTO CINQUE STELLE,CON VOI PER VELLETRI GIORGIO GRECI SINDACO,LIBERI E UGUALI PER VELLETRI,CASAPOUND ITALIA,VIVIAMO VELLETRI PRIORI SINDACO,VELLETRI IN MOVIMENTO CUORI ITALIANI,PATTO POPOLARE VELLETRI,FORZA ITALIA BERLUSCONI,LISTA CIVICA FELCI SINDACO,VELLETRI PER BENI COMUNI POCCI SINDACO,LISTA CIVICA GENTE NUOVA,MOVIMENTO POPOLARE PER VELLETRI,DIFENDERE VELLETRI LISTA CIVICA,GENTE LIBERA TU DIVENTA NOI,SINISTRA PER VELLETRI,FORZA VELLETRI PER GRECI,NOI CON VELLETRI PER GRECI SINDACO,LEGA SALVINI LAZIO,CITTADINI PER VELLETRI,AUGUSTO DI LAZZARO LABORATORIO VELLETRI,PARTITO REPUBBLICANO ITALIANO,IL POPOLO DELLA FAMIGLIA,LISTA CIVICA VELLETRI LABORATORIO IN MOVIMENTO,LISTA VELESTER PENNACCHI SINDACO,INSIEME PER VELLETRI ALESSANDRO PRIORI SINDACO
192,87,45,37,36,34,32,29,28,24,19,18,17,16,14,12,11,10,9,8,8,4,4,2,1,0,0
