PARTITO DEMOCRATICO POCCI SINDACO,FRATELLI D'ITALIA GRECI SINDACO,VELLETRI IN MOVIMENTO CUORI ITALIANI,CON VOI PER VELLETRI GIORGIO GRECI SINDACO,CASAPOUND ITALIA,LIBERI E UGUALI PER VELLETRI,VELLETRI PER BENI COMUNI POCCI SINDACO,VIVIAMO VELLETRI PRIORI SINDACO,FORZA ITALIA BERLUSCONI,MOVIMENTO CINQUE STELLE,LISTA CIVICA GENTE NUOVA,NOI CON VELLETRI PER GRECI SINDACO,AUGUSTO DI LAZZARO LABORATORIO VELLETRI,PATTO POPOLARE VELLETRI,FORZA VELLETRI PER GRECI,GENTE LIBERA TU DIVENTA NOI,LISTA VELESTER PENNACCHI SINDACO,MOVIMENTO POPOLARE PER VELLETRI,LISTA CIVICA FELCI SINDACO,SINISTRA PER VELLETRI,LEGA SALVINI LAZIO,CITTADINI PER VELLETRI,PARTITO REPUBBLICANO ITALIANO,DIFENDERE VELLETRI LISTA CIVICA,LISTA CIVICA VELLETRI LABORATORIO IN MOVIMENTO,IL POPOLO DELLA FAMIGLIA,INSIEME PER VELLETRI ALESSANDRO PRIORI SINDACO
194,110,72,54,51,45,41,36,29,28,21,20,17,17,15,14,12,12,11,8,7,7,5,4,2,1,0
