PARTITO DEMOCRATICO POCCI SINDACO,FRATELLI D'ITALIA GRECI SINDACO,VELLETRI PER BENI COMUNI POCCI SINDACO,LEGA SALVINI LAZIO,LIBERI E UGUALI PER VELLETRI,CON VOI PER VELLETRI GIORGIO GRECI SINDACO,CASAPOUND ITALIA,VIVIAMO VELLETRI PRIORI SINDACO,LISTA CIVICA GENTE NUOVA,FORZA ITALIA BERLUSCONI,AUGUSTO DI LAZZARO LABORATORIO VELLETRI,PARTITO REPUBBLICANO ITALIANO,MOVIMENTO CINQUE STELLE,FORZA VELLETRI PER GRECI,SINISTRA PER VELLETRI,PATTO POPOLARE VELLETRI,DIFENDERE VELLETRI LISTA CIVICA,CITTADINI PER VELLETRI,LISTA CIVICA FELCI SINDACO,VELLETRI IN MOVIMENTO CUORI ITALIANI,NOI CON VELLETRI PER GRECI SINDACO,MOVIMENTO POPOLARE PER VELLETRI,LISTA CIVICA VELLETRI LABORATORIO IN MOVIMENTO,GENTE LIBERA TU DIVENTA NOI,IL POPOLO DELLA FAMIGLIA,LISTA VELESTER PENNACCHI SINDACO,INSIEME PER VELLETRI ALESSANDRO PRIORI SINDACO
100,78,37,27,27,25,21,19,17,14,13,12,11,9,9,9,8,6,5,5,2,2,1,1,0,0,0
