PARTITO DEMOCRATICO POCCI SINDACO,FRATELLI D'ITALIA GRECI SINDACO,LIBERI E UGUALI PER VELLETRI,CASAPOUND ITALIA,MOVIMENTO CINQUE STELLE,AUGUSTO DI LAZZARO LABORATORIO VELLETRI,LISTA CIVICA GENTE NUOVA,LEGA SALVINI LAZIO,VELLETRI PER BENI COMUNI POCCI SINDACO,VELLETRI IN MOVIMENTO CUORI ITALIANI,FORZA ITALIA BERLUSCONI,CON VOI PER VELLETRI GIORGIO GRECI SINDACO,VIVIAMO VELLETRI PRIORI SINDACO,MOVIMENTO POPOLARE PER VELLETRI,FORZA VELLETRI PER GRECI,PATTO POPOLARE VELLETRI,LISTA CIVICA FELCI SINDACO,LISTA CIVICA VELLETRI LABORATORIO IN MOVIMENTO,GENTE LIBERA TU DIVENTA NOI,CITTADINI PER VELLETRI,PARTITO REPUBBLICANO ITALIANO,LISTA VELESTER PENNACCHI SINDACO,DIFENDERE VELLETRI LISTA CIVICA,SINISTRA PER VELLETRI,NOI CON VELLETRI PER GRECI SINDACO,IL POPOLO DELLA FAMIGLIA,INSIEME PER VELLETRI ALESSANDRO PRIORI SINDACO
149,135,47,38,38,35,35,33,31,23,20,15,13,12,11,11,8,6,5,5,4,2,1,1,0,0,0
