CASAPOUND ITALIA,LISTA CIVICA FELCI SINDACO,DIFENDERE VELLETRI LISTA CIVICA,LISTA CIVICA VELLETRI LABORATORIO IN MOVIMENTO,AUGUSTO DI LAZZARO LABORATORIO VELLETRI,PARTITO REPUBBLICANO ITALIANO,NOI CON VELLETRI PER GRECI SINDACO,LEGA SALVINI LAZIO,FORZA VELLETRI PER GRECI,IL POPOLO DELLA FAMIGLIA,FRATELLI D'ITALIA GRECI SINDACO,CON VOI PER VELLETRI GIORGIO GRECI SINDACO,VELLETRI IN MOVIMENTO CUORI ITALIANI,GENTE LIBERA TU DIVENTA NOI,MOVIMENTO CINQUE STELLE,LISTA VELESTER PENNACCHI SINDACO,SINISTRA PER VELLETRI,INSIEME PER VELLETRI ALESSANDRO PRIORI SINDACO,FORZA ITALIA BERLUSCONI,PATTO POPOLARE VELLETRI,CITTADINI PER VELLETRI,VIVIAMO VELLETRI PRIORI SINDACO,LIBERI E UGUALI PER VELLETRI,PARTITO DEMOCRATICO POCCI SINDACO,LISTA CIVICA GENTE NUOVA,MOVIMENTO POPOLARE PER VELLETRI,VELLETRI PER BENI COMUNI POCCI SINDACO
34,12,6,4,2,4,8,7,2,0,75,16,11,6,23,1,7,4,18,42,2,7,26,108,6,5,29
