PARTITO DEMOCRATICO POCCI SINDACO,FRATELLI D'ITALIA GRECI SINDACO,LIBERI E UGUALI PER VELLETRI,CASAPOUND ITALIA,VELLETRI IN MOVIMENTO CUORI ITALIANI,FORZA ITALIA BERLUSCONI,CON VOI PER VELLETRI GIORGIO GRECI SINDACO,VIVIAMO VELLETRI PRIORI SINDACO,VELLETRI PER BENI COMUNI POCCI SINDACO,LEGA SALVINI LAZIO,MOVIMENTO CINQUE STELLE,LISTA CIVICA GENTE NUOVA,PATTO POPOLARE VELLETRI,FORZA VELLETRI PER GRECI,MOVIMENTO POPOLARE PER VELLETRI,DIFENDERE VELLETRI LISTA CIVICA,LISTA CIVICA FELCI SINDACO,AUGUSTO DI LAZZARO LABORATORIO VELLETRI,NOI CON VELLETRI PER GRECI SINDACO,CITTADINI PER VELLETRI,LISTA CIVICA VELLETRI LABORATORIO IN MOVIMENTO,GENTE LIBERA TU DIVENTA NOI,PARTITO REPUBBLICANO ITALIANO,IL POPOLO DELLA FAMIGLIA,LISTA VELESTER PENNACCHI SINDACO,SINISTRA PER VELLETRI,INSIEME PER VELLETRI ALESSANDRO PRIORI SINDACO
127,88,42,26,21,20,18,18,16,14,14,13,12,11,10,9,7,6,5,2,1,1,0,0,0,0,0
