01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
ist. tecnico 'c. battisti',ist. tecnico 'c. battisti',ist. tecnico 'c. battisti',ist. tecnico 'c. battisti',scuola media 'c. cardinali',scuola media 'c. cardinali',scuola media 'c. cardinali',scuola media 'c. cardinali',scuola media 'c. cardinali',scuola  primaria fontana della rosa,scuola primaria fontana della rosa,scuola primaria fontana della rosa,scuola primaria fontana della rosa,scuola primaria fontana della rosa,scuola elementare 'l. novelli',scuola elementare 'l. novelli',scuola elementare 'l. novelli',scuola elementare 'l. novelli'," istituto di istruz. superiore statale """," istituto di istruz. superiore statale """," istituto di istruz. superiore statale """," istituto di istruz. superiore statale """," istituto di istruz. superiore statale """," istituto di istruz. superiore statale """,scuola elementare 'g.marcelli',scuola elementare 'g.marcelli',scuola elementare 'g.marcelli',scuola elementare 'g.marcelli',scuola elementare 'g.marcelli',scuola media "de rossi",scuola media "de rossi",scuola media "de rossi",scuola media "de rossi",istituto  alberghiero "u. tognazzi",istituto  alberghiero "u. tognazzi",istituto  alberghiero "u. tognazzi",istituto  alberghiero "u. tognazzi",istituto  alberghiero "u. tognazzi",istituto d'istruz. super. "mancinelli",istituto d'istruz. super. "mancinelli",istituto d'istruz. super. "mancinelli",istituto d'istr. super. "mancinelli f"
