PARTITO DEMOCRATICO POCCI SINDACO,FRATELLI D'ITALIA GRECI SINDACO,VELLETRI PER BENI COMUNI POCCI SINDACO,LISTA CIVICA GENTE NUOVA,MOVIMENTO CINQUE STELLE,VIVIAMO VELLETRI PRIORI SINDACO,GENTE LIBERA TU DIVENTA NOI,LEGA SALVINI LAZIO,FORZA ITALIA BERLUSCONI,VELLETRI IN MOVIMENTO CUORI ITALIANI,CASAPOUND ITALIA,CON VOI PER VELLETRI GIORGIO GRECI SINDACO,PATTO POPOLARE VELLETRI,FORZA VELLETRI PER GRECI,LIBERI E UGUALI PER VELLETRI,NOI CON VELLETRI PER GRECI SINDACO,IL POPOLO DELLA FAMIGLIA,LISTA VELESTER PENNACCHI SINDACO,MOVIMENTO POPOLARE PER VELLETRI,LISTA CIVICA FELCI SINDACO,DIFENDERE VELLETRI LISTA CIVICA,AUGUSTO DI LAZZARO LABORATORIO VELLETRI,LISTA CIVICA VELLETRI LABORATORIO IN MOVIMENTO,PARTITO REPUBBLICANO ITALIANO,SINISTRA PER VELLETRI,INSIEME PER VELLETRI ALESSANDRO PRIORI SINDACO,CITTADINI PER VELLETRI
144,53,47,42,39,34,24,23,15,14,13,12,10,8,8,2,2,2,2,1,1,1,0,0,0,0,0
