PARTITO DEMOCRATICO POCCI SINDACO,FRATELLI D'ITALIA GRECI SINDACO,CON VOI PER VELLETRI GIORGIO GRECI SINDACO,VIVIAMO VELLETRI PRIORI SINDACO,FORZA ITALIA BERLUSCONI,CASAPOUND ITALIA,AUGUSTO DI LAZZARO LABORATORIO VELLETRI,MOVIMENTO CINQUE STELLE,VELLETRI IN MOVIMENTO CUORI ITALIANI,MOVIMENTO POPOLARE PER VELLETRI,VELLETRI PER BENI COMUNI POCCI SINDACO,LISTA CIVICA GENTE NUOVA,PATTO POPOLARE VELLETRI,LIBERI E UGUALI PER VELLETRI,LISTA CIVICA FELCI SINDACO,DIFENDERE VELLETRI LISTA CIVICA,FORZA VELLETRI PER GRECI,GENTE LIBERA TU DIVENTA NOI,NOI CON VELLETRI PER GRECI SINDACO,LEGA SALVINI LAZIO,PARTITO REPUBBLICANO ITALIANO,CITTADINI PER VELLETRI,LISTA CIVICA VELLETRI LABORATORIO IN MOVIMENTO,LISTA VELESTER PENNACCHI SINDACO,IL POPOLO DELLA FAMIGLIA,SINISTRA PER VELLETRI,INSIEME PER VELLETRI ALESSANDRO PRIORI SINDACO
212,124,52,44,31,26,26,25,23,22,21,19,18,14,11,10,9,5,4,4,3,3,2,2,0,0,0
