PARTITO DEMOCRATICO POCCI SINDACO,FRATELLI D'ITALIA GRECI SINDACO,LIBERI E UGUALI PER VELLETRI,VELLETRI PER BENI COMUNI POCCI SINDACO,LEGA SALVINI LAZIO,VIVIAMO VELLETRI PRIORI SINDACO,LISTA CIVICA GENTE NUOVA,CASAPOUND ITALIA,VELLETRI IN MOVIMENTO CUORI ITALIANI,FORZA ITALIA BERLUSCONI,PATTO POPOLARE VELLETRI,MOVIMENTO CINQUE STELLE,PARTITO REPUBBLICANO ITALIANO,CON VOI PER VELLETRI GIORGIO GRECI SINDACO,AUGUSTO DI LAZZARO LABORATORIO VELLETRI,MOVIMENTO POPOLARE PER VELLETRI,FORZA VELLETRI PER GRECI,NOI CON VELLETRI PER GRECI SINDACO,SINISTRA PER VELLETRI,LISTA CIVICA FELCI SINDACO,GENTE LIBERA TU DIVENTA NOI,LISTA CIVICA VELLETRI LABORATORIO IN MOVIMENTO,LISTA VELESTER PENNACCHI SINDACO,CITTADINI PER VELLETRI,DIFENDERE VELLETRI LISTA CIVICA,INSIEME PER VELLETRI ALESSANDRO PRIORI SINDACO,IL POPOLO DELLA FAMIGLIA
119,76,45,44,25,19,18,16,15,14,14,13,12,12,8,7,6,5,5,4,4,2,2,2,1,1,0
