FRATELLI D'ITALIA GRECI SINDACO,PARTITO DEMOCRATICO POCCI SINDACO,VIVIAMO VELLETRI PRIORI SINDACO,FORZA ITALIA BERLUSCONI,CON VOI PER VELLETRI GIORGIO GRECI SINDACO,LEGA SALVINI LAZIO,LIBERI E UGUALI PER VELLETRI,VELLETRI PER BENI COMUNI POCCI SINDACO,PATTO POPOLARE VELLETRI,CASAPOUND ITALIA,LISTA CIVICA GENTE NUOVA,MOVIMENTO CINQUE STELLE,GENTE LIBERA TU DIVENTA NOI,AUGUSTO DI LAZZARO LABORATORIO VELLETRI,VELLETRI IN MOVIMENTO CUORI ITALIANI,FORZA VELLETRI PER GRECI,LISTA VELESTER PENNACCHI SINDACO,LISTA CIVICA FELCI SINDACO,PARTITO REPUBBLICANO ITALIANO,NOI CON VELLETRI PER GRECI SINDACO,SINISTRA PER VELLETRI,CITTADINI PER VELLETRI,MOVIMENTO POPOLARE PER VELLETRI,DIFENDERE VELLETRI LISTA CIVICA,LISTA CIVICA VELLETRI LABORATORIO IN MOVIMENTO,IL POPOLO DELLA FAMIGLIA,INSIEME PER VELLETRI ALESSANDRO PRIORI SINDACO
132,90,69,38,37,32,32,30,22,21,17,16,15,13,11,10,6,5,5,5,5,5,4,3,0,0,0
