PARTITO DEMOCRATICO POCCI SINDACO,FRATELLI D'ITALIA GRECI SINDACO,CASAPOUND ITALIA,LISTA CIVICA GENTE NUOVA,VIVIAMO VELLETRI PRIORI SINDACO,CON VOI PER VELLETRI GIORGIO GRECI SINDACO,FORZA ITALIA BERLUSCONI,VELLETRI IN MOVIMENTO CUORI ITALIANI,VELLETRI PER BENI COMUNI POCCI SINDACO,LIBERI E UGUALI PER VELLETRI,MOVIMENTO CINQUE STELLE,PATTO POPOLARE VELLETRI,LISTA CIVICA FELCI SINDACO,LEGA SALVINI LAZIO,LISTA CIVICA VELLETRI LABORATORIO IN MOVIMENTO,NOI CON VELLETRI PER GRECI SINDACO,MOVIMENTO POPOLARE PER VELLETRI,FORZA VELLETRI PER GRECI,GENTE LIBERA TU DIVENTA NOI,CITTADINI PER VELLETRI,DIFENDERE VELLETRI LISTA CIVICA,LISTA VELESTER PENNACCHI SINDACO,AUGUSTO DI LAZZARO LABORATORIO VELLETRI,IL POPOLO DELLA FAMIGLIA,PARTITO REPUBBLICANO ITALIANO,SINISTRA PER VELLETRI,INSIEME PER VELLETRI ALESSANDRO PRIORI SINDACO
141,86,36,33,32,31,31,28,27,26,25,16,13,13,12,10,10,9,9,6,3,3,2,1,0,0,0
