PARTITO DEMOCRATICO POCCI SINDACO,FRATELLI D'ITALIA GRECI SINDACO,LIBERI E UGUALI PER VELLETRI,VELLETRI PER BENI COMUNI POCCI SINDACO,CON VOI PER VELLETRI GIORGIO GRECI SINDACO,CASAPOUND ITALIA,FORZA ITALIA BERLUSCONI,VIVIAMO VELLETRI PRIORI SINDACO,LEGA SALVINI LAZIO,VELLETRI IN MOVIMENTO CUORI ITALIANI,AUGUSTO DI LAZZARO LABORATORIO VELLETRI,MOVIMENTO CINQUE STELLE,MOVIMENTO POPOLARE PER VELLETRI,LISTA CIVICA GENTE NUOVA,GENTE LIBERA TU DIVENTA NOI,SINISTRA PER VELLETRI,PATTO POPOLARE VELLETRI,LISTA CIVICA FELCI SINDACO,NOI CON VELLETRI PER GRECI SINDACO,LISTA CIVICA VELLETRI LABORATORIO IN MOVIMENTO,CITTADINI PER VELLETRI,DIFENDERE VELLETRI LISTA CIVICA,PARTITO REPUBBLICANO ITALIANO,FORZA VELLETRI PER GRECI,LISTA VELESTER PENNACCHI SINDACO,IL POPOLO DELLA FAMIGLIA,INSIEME PER VELLETRI ALESSANDRO PRIORI SINDACO
122,87,49,41,32,31,31,28,27,19,18,18,16,15,14,9,9,6,6,4,4,3,2,1,1,0,0
