PARTITO DEMOCRATICO POCCI SINDACO,VIVIAMO VELLETRI PRIORI SINDACO,FRATELLI D'ITALIA GRECI SINDACO,MOVIMENTO POPOLARE PER VELLETRI,LISTA CIVICA GENTE NUOVA,MOVIMENTO CINQUE STELLE,LIBERI E UGUALI PER VELLETRI,VELLETRI PER BENI COMUNI POCCI SINDACO,CASAPOUND ITALIA,LEGA SALVINI LAZIO,CON VOI PER VELLETRI GIORGIO GRECI SINDACO,FORZA ITALIA BERLUSCONI,LISTA CIVICA FELCI SINDACO,NOI CON VELLETRI PER GRECI SINDACO,FORZA VELLETRI PER GRECI,VELLETRI IN MOVIMENTO CUORI ITALIANI,PATTO POPOLARE VELLETRI,LISTA CIVICA VELLETRI LABORATORIO IN MOVIMENTO,CITTADINI PER VELLETRI,PARTITO REPUBBLICANO ITALIANO,DIFENDERE VELLETRI LISTA CIVICA,AUGUSTO DI LAZZARO LABORATORIO VELLETRI,IL POPOLO DELLA FAMIGLIA,GENTE LIBERA TU DIVENTA NOI,LISTA VELESTER PENNACCHI SINDACO,SINISTRA PER VELLETRI,INSIEME PER VELLETRI ALESSANDRO PRIORI SINDACO
186,73,67,44,28,26,23,22,20,16,14,14,11,9,9,9,7,5,4,1,0,0,0,0,0,0,0
