PARTITO DEMOCRATICO POCCI SINDACO,FRATELLI D'ITALIA GRECI SINDACO,PATTO POPOLARE VELLETRI,LIBERI E UGUALI PER VELLETRI,VELLETRI PER BENI COMUNI POCCI SINDACO,MOVIMENTO CINQUE STELLE,CON VOI PER VELLETRI GIORGIO GRECI SINDACO,CASAPOUND ITALIA,LISTA CIVICA FELCI SINDACO,LISTA CIVICA GENTE NUOVA,NOI CON VELLETRI PER GRECI SINDACO,VIVIAMO VELLETRI PRIORI SINDACO,AUGUSTO DI LAZZARO LABORATORIO VELLETRI,LEGA SALVINI LAZIO,GENTE LIBERA TU DIVENTA NOI,FORZA ITALIA BERLUSCONI,VELLETRI IN MOVIMENTO CUORI ITALIANI,SINISTRA PER VELLETRI,PARTITO REPUBBLICANO ITALIANO,FORZA VELLETRI PER GRECI,LISTA VELESTER PENNACCHI SINDACO,MOVIMENTO POPOLARE PER VELLETRI,CITTADINI PER VELLETRI,DIFENDERE VELLETRI LISTA CIVICA,LISTA CIVICA VELLETRI LABORATORIO IN MOVIMENTO,IL POPOLO DELLA FAMIGLIA,INSIEME PER VELLETRI ALESSANDRO PRIORI SINDACO
131,80,35,35,28,25,24,23,17,17,12,12,11,11,10,9,8,8,6,6,6,6,5,4,3,0,0
