PARTITO DEMOCRATICO POCCI SINDACO,FRATELLI D'ITALIA GRECI SINDACO,FORZA ITALIA BERLUSCONI,VELLETRI PER BENI COMUNI POCCI SINDACO,LISTA CIVICA GENTE NUOVA,LIBERI E UGUALI PER VELLETRI,CON VOI PER VELLETRI GIORGIO GRECI SINDACO,LISTA CIVICA FELCI SINDACO,LEGA SALVINI LAZIO,VIVIAMO VELLETRI PRIORI SINDACO,MOVIMENTO CINQUE STELLE,PATTO POPOLARE VELLETRI,CASAPOUND ITALIA,MOVIMENTO POPOLARE PER VELLETRI,AUGUSTO DI LAZZARO LABORATORIO VELLETRI,SINISTRA PER VELLETRI,NOI CON VELLETRI PER GRECI SINDACO,PARTITO REPUBBLICANO ITALIANO,CITTADINI PER VELLETRI,VELLETRI IN MOVIMENTO CUORI ITALIANI,FORZA VELLETRI PER GRECI,GENTE LIBERA TU DIVENTA NOI,DIFENDERE VELLETRI LISTA CIVICA,LISTA CIVICA VELLETRI LABORATORIO IN MOVIMENTO,IL POPOLO DELLA FAMIGLIA,LISTA VELESTER PENNACCHI SINDACO,INSIEME PER VELLETRI ALESSANDRO PRIORI SINDACO
174,97,50,50,41,39,32,22,22,20,16,15,14,13,12,11,10,8,8,6,5,5,1,1,0,0,0
