AUGUSTO DI LAZZARO LABORATORIO VELLETRI,CASAPOUND ITALIA,CITTADINI PER VELLETRI,CON VOI PER VELLETRI GIORGIO GRECI SINDACO,DIFENDERE VELLETRI LISTA CIVICA,FORZA ITALIA BERLUSCONI,FORZA VELLETRI PER GRECI,FRATELLI D'ITALIA GRECI SINDACO,GENTE LIBERA TU DIVENTA NOI,IL POPOLO DELLA FAMIGLIA,INSIEME PER VELLETRI ALESSANDRO PRIORI SINDACO,LEGA SALVINI LAZIO,LIBERI E UGUALI PER VELLETRI,LISTA CIVICA FELCI SINDACO,LISTA CIVICA GENTE NUOVA,LISTA CIVICA VELLETRI LABORATORIO IN MOVIMENTO,LISTA VELESTER PENNACCHI SINDACO,MOVIMENTO CINQUE STELLE,MOVIMENTO POPOLARE PER VELLETRI,NOI CON VELLETRI PER GRECI SINDACO,PARTITO DEMOCRATICO POCCI SINDACO,PARTITO REPUBBLICANO ITALIANO,PATTO POPOLARE VELLETRI,SINISTRA PER VELLETRI,VELLETRI IN MOVIMENTO CUORI ITALIANI,VELLETRI PER BENI COMUNI POCCI SINDACO,VIVIAMO VELLETRI PRIORI SINDACO
18,36,14,28,8,30,31,158,12,2,0,23,52,9,38,4,2,25,16,5,201,3,22,4,21,102,34
