PARTITO DEMOCRATICO POCCI SINDACO,FRATELLI D'ITALIA GRECI SINDACO,FORZA ITALIA BERLUSCONI,LIBERI E UGUALI PER VELLETRI,CON VOI PER VELLETRI GIORGIO GRECI SINDACO,LISTA CIVICA GENTE NUOVA,VELLETRI PER BENI COMUNI POCCI SINDACO,CASAPOUND ITALIA,VIVIAMO VELLETRI PRIORI SINDACO,MOVIMENTO CINQUE STELLE,LEGA SALVINI LAZIO,MOVIMENTO POPOLARE PER VELLETRI,VELLETRI IN MOVIMENTO CUORI ITALIANI,LISTA CIVICA FELCI SINDACO,FORZA VELLETRI PER GRECI,GENTE LIBERA TU DIVENTA NOI,AUGUSTO DI LAZZARO LABORATORIO VELLETRI,PATTO POPOLARE VELLETRI,SINISTRA PER VELLETRI,NOI CON VELLETRI PER GRECI SINDACO,DIFENDERE VELLETRI LISTA CIVICA,LISTA VELESTER PENNACCHI SINDACO,LISTA CIVICA VELLETRI LABORATORIO IN MOVIMENTO,PARTITO REPUBBLICANO ITALIANO,IL POPOLO DELLA FAMIGLIA,INSIEME PER VELLETRI ALESSANDRO PRIORI SINDACO,CITTADINI PER VELLETRI
171,84,65,63,46,37,35,33,33,28,22,22,21,20,18,12,10,8,7,5,3,3,1,0,0,0,0
