PARTITO DEMOCRATICO POCCI SINDACO,FRATELLI D'ITALIA GRECI SINDACO,PATTO POPOLARE VELLETRI,CASAPOUND ITALIA,VELLETRI PER BENI COMUNI POCCI SINDACO,LIBERI E UGUALI PER VELLETRI,MOVIMENTO CINQUE STELLE,FORZA ITALIA BERLUSCONI,CON VOI PER VELLETRI GIORGIO GRECI SINDACO,LISTA CIVICA FELCI SINDACO,VELLETRI IN MOVIMENTO CUORI ITALIANI,NOI CON VELLETRI PER GRECI SINDACO,LEGA SALVINI LAZIO,SINISTRA PER VELLETRI,VIVIAMO VELLETRI PRIORI SINDACO,DIFENDERE VELLETRI LISTA CIVICA,GENTE LIBERA TU DIVENTA NOI,LISTA CIVICA GENTE NUOVA,MOVIMENTO POPOLARE PER VELLETRI,LISTA CIVICA VELLETRI LABORATORIO IN MOVIMENTO,PARTITO REPUBBLICANO ITALIANO,INSIEME PER VELLETRI ALESSANDRO PRIORI SINDACO,AUGUSTO DI LAZZARO LABORATORIO VELLETRI,FORZA VELLETRI PER GRECI,CITTADINI PER VELLETRI,LISTA VELESTER PENNACCHI SINDACO,IL POPOLO DELLA FAMIGLIA
108,75,42,34,29,26,23,18,16,12,11,8,7,7,7,6,6,6,5,4,4,4,2,2,2,1,0
