PARTITO DEMOCRATICO POCCI SINDACO,FRATELLI D'ITALIA GRECI SINDACO,CASAPOUND ITALIA,VIVIAMO VELLETRI PRIORI SINDACO,CON VOI PER VELLETRI GIORGIO GRECI SINDACO,VELLETRI PER BENI COMUNI POCCI SINDACO,MOVIMENTO CINQUE STELLE,LISTA CIVICA GENTE NUOVA,PATTO POPOLARE VELLETRI,LIBERI E UGUALI PER VELLETRI,VELLETRI IN MOVIMENTO CUORI ITALIANI,FORZA ITALIA BERLUSCONI,LEGA SALVINI LAZIO,AUGUSTO DI LAZZARO LABORATORIO VELLETRI,GENTE LIBERA TU DIVENTA NOI,DIFENDERE VELLETRI LISTA CIVICA,NOI CON VELLETRI PER GRECI SINDACO,CITTADINI PER VELLETRI,MOVIMENTO POPOLARE PER VELLETRI,LISTA CIVICA FELCI SINDACO,SINISTRA PER VELLETRI,FORZA VELLETRI PER GRECI,PARTITO REPUBBLICANO ITALIANO,IL POPOLO DELLA FAMIGLIA,LISTA CIVICA VELLETRI LABORATORIO IN MOVIMENTO,LISTA VELESTER PENNACCHI SINDACO,INSIEME PER VELLETRI ALESSANDRO PRIORI SINDACO
165,116,58,47,27,26,21,19,18,18,13,13,12,11,10,9,8,7,6,5,4,3,2,2,0,0,0
