FRATELLI D'ITALIA GRECI SINDACO,PARTITO DEMOCRATICO POCCI SINDACO,MOVIMENTO POPOLARE PER VELLETRI,CON VOI PER VELLETRI GIORGIO GRECI SINDACO,MOVIMENTO CINQUE STELLE,FORZA ITALIA BERLUSCONI,VIVIAMO VELLETRI PRIORI SINDACO,LIBERI E UGUALI PER VELLETRI,CASAPOUND ITALIA,LEGA SALVINI LAZIO,FORZA VELLETRI PER GRECI,LISTA CIVICA GENTE NUOVA,VELLETRI PER BENI COMUNI POCCI SINDACO,PATTO POPOLARE VELLETRI,LISTA CIVICA FELCI SINDACO,AUGUSTO DI LAZZARO LABORATORIO VELLETRI,VELLETRI IN MOVIMENTO CUORI ITALIANI,CITTADINI PER VELLETRI,GENTE LIBERA TU DIVENTA NOI,LISTA CIVICA VELLETRI LABORATORIO IN MOVIMENTO,SINISTRA PER VELLETRI,LISTA VELESTER PENNACCHI SINDACO,PARTITO REPUBBLICANO ITALIANO,NOI CON VELLETRI PER GRECI SINDACO,DIFENDERE VELLETRI LISTA CIVICA,IL POPOLO DELLA FAMIGLIA,INSIEME PER VELLETRI ALESSANDRO PRIORI SINDACO
149,133,91,45,44,38,38,35,32,27,26,23,22,21,18,14,14,13,11,8,8,7,6,6,2,0,0
